Timestamp,Sensor_ID,Vehicle_ID,Speed (km/h),Temperature (Celsius),Fuel Level (%),Engine RPM,Location Latitude,Location Longitude
2023-01-01 08:00:00,2,f0dcf34b-a60c-4ce3-84b6-2d32250f3089,84.06248109065159,27.342028170465024,93.45639665636037,3096,65.894688,-118.109762
2023-01-01 08:15:00,5,0be99042-219d-44f0-8992-56f1bca510f7,74.77822927162936,20.17760945647923,63.9193484177078,1360,65.0192135,-61.621823
2023-01-01 08:30:00,5,62dae08e-ffa1-4427-82f6-279060e94664,84.36297881421734,21.175610570277758,89.00020198219158,3696,85.4985845,-77.779438
2023-01-01 08:45:00,4,f738c488-51c9-4c28-90e4-4c0f5080951f,87.52229367551115,26.7297131971048,29.029368221051286,2099,13.5565875,-34.140949
2023-01-01 09:00:00,1,bd19b483-b880-4700-93c2-85e9674c52ca,63.63091304589684,23.287018222570175,52.72250352265074,1953,-41.214318,134.069268
2023-01-01 09:15:00,3,e5e32ee2-6965-41d5-bba5-96a5c2853934,45.11116087761088,27.11876630199375,46.22082195783012,3715,36.972381,8.907928
2023-01-01 09:30:00,4,721771a4-2fac-4bd0-8a76-f1ecb6bfc2d5,85.80459941281772,25.451816476597045,90.39246012613516,1645,76.206187,-11.287908
2023-01-01 09:45:00,2,dd485dee-2bb0-4f18-a934-b1e873cc8810,71.09319214827468,24.450698833468916,61.14610988997124,3765,-56.785190,-11.630505
2023-01-01 10:00:00,1,17bfad41-24ea-4076-bd81-6d0fb056a651,42.98033545089544,21.070195811153898,57.75804946077639,3116,-83.008947,68.659083
2023-01-01 10:15:00,1,f25e5095-65e2-44ed-ab35-a5ae552f0e75,64.23162346924823,25.914374518284845,27.373343768832584,2803,36.404276,-94.475213
2023-01-01 10:30:00,4,9874254c-c893-4176-af33-2d1aa81c430a,89.98569860835734,25.452911692901907,61.790778555229465,3843,-0.5741525,-133.802168
2023-01-01 10:45:00,4,d84e3ad1-3d89-472d-9629-9e8b00e2799c,55.098486079087465,28.41282968194608,91.81924181176626,1116,89.1796975,70.501703
2023-01-01 11:00:00,5,3ff44c5c-f386-4269-978d-a82c4a2b5fcd,37.48024921285445,25.117251106167615,71.32034974962355,2144,73.0150075,66.815187
2023-01-01 11:15:00,4,385d7a27-e589-4dbd-a425-c6d98b4cbb88,35.01235756711826,24.915062876408278,25.87476439146706,3415,76.944001,-152.817306
2023-01-01 11:30:00,1,1b928642-7942-43d5-8823-394ed79d6425,55.26362490235936,23.98230289220715,95.36160470524192,3900,3.568689,44.156326
2023-01-01 11:45:00,3,344e2fc4-9169-4a8e-86da-1e40794fdc94,83.8966976918677,21.77728648379459,46.36609298056463,3768,24.8827495,112.248772
2023-01-01 12:00:00,2,dbdec181-c58d-46e7-a560-f7b7948f1496,56.04276720129745,25.551805715551602,87.20718828545533,1195,-86.2880445,163.123905
2023-01-01 12:15:00,3,0ad3d9d6-045e-4265-bb46-f38703fa144c,88.7057046029347,26.885707222538926,81.95054433328295,2406,-71.6746345,-130.559921
2023-01-01 12:30:00,2,926b9bd0-7f90-44cd-b42e-9ca392442b8c,73.47512562300538,23.328574440279922,36.22027492431319,1640,-24.7144705,-83.403509
2023-01-01 12:45:00,2,af3c697c-a46e-4d26-a810-d048d2d0f89e,76.68198770657085,26.328102824483267,76.34973906255144,3375,-84.595039,159.366011
2023-01-01 13:00:00,5,fa85334f-b0d9-4717-b5b3-8ed714ceb92e,52.933783338372166,29.488322158628847,91.57380196415913,1288,75.9744045,-99.667524
2023-01-01 13:15:00,3,12d3a73d-4665-4b7e-84f1-eae5ef9b1d4a,55.245525242222286,28.83087327588235,32.379338175187215,3687,88.8438755,-105.151007
2023-01-01 13:30:00,2,78c19971-a7c8-4308-b3f2-3c355c9fa76a,82.79069194934468,25.50060340234994,74.26762407045706,3201,12.6847925,125.915889
2023-01-01 13:45:00,4,46bfbfe5-aa28-4beb-84cb-bf4c13157c90,89.24288781554819,24.78158778422473,69.31688659440073,1618,-75.8543735,95.120238
2023-01-01 14:00:00,5,e84c4ed5-700f-498d-8906-02853e48d2ca,74.90928613181453,28.892559260588367,59.33747459531542,1022,9.4436455,-66.253782
2023-01-01 14:15:00,1,af172d61-6c06-4ce2-89f7-bed277b6c5dd,55.755786613449104,22.673206927117867,43.98474051378194,3618,-7.889809,-112.978864
2023-01-01 14:30:00,5,d4e2446a-dd67-48bc-bc16-3ac45274ca44,49.25260801041007,22.770235177230123,71.26503907941327,3714,-8.4868495,93.214561
2023-01-01 14:45:00,5,ffe5499f-4561-4a5e-9fdc-bc497e37efbd,46.696807344932665,25.044126697099603,93.60312519026591,2596,87.2311855,34.483304
2023-01-01 15:00:00,2,e9fef17d-c6df-430c-b41c-6db5db34aa1a,30.845545913054156,24.631527364096204,90.68423692751864,3729,-22.267282,-79.551404
2023-01-01 15:15:00,1,608f3b8e-8605-473c-afe1-d8534f6883e6,31.86102751697636,25.44947775896383,82.5304876768061,3960,57.8131245,33.678000
2023-01-01 15:30:00,3,884dd84f-7b92-4fcc-acd3-8920fe959ab2,49.06987099035121,28.706804481651677,75.85796622855027,3674,-62.2349145,93.760540
2023-01-01 15:45:00,3,e7b186b6-8169-454d-8e55-e3f3122cd72e,69.22074888400817,21.081664163399847,37.138099729642995,3813,-36.4006935,11.558498
2023-01-01 16:00:00,3,76537ff9-52be-4987-bd61-f9701c34d3ae,68.54173747461161,23.338780707471464,76.43912911690708,3352,-34.403889,35.936572
2023-01-01 16:15:00,4,48a0a9a5-446b-483a-8093-d4d399c28a0b,83.30492857583943,27.402058559634106,76.31624936944068,3123,-40.682700,-28.863307
2023-01-01 16:30:00,2,994683de-8892-4d43-b447-76563dec568c,50.95923391360835,29.121448814749314,93.62492422195581,3112,-60.667444,-60.787130
2023-01-01 16:45:00,4,1d91016f-8d47-4965-a395-0d64ce99a7f5,57.7042648588363,25.75660837967414,73.20819293924734,1248,57.1521285,-107.997855
2023-01-01 17:00:00,4,585379a8-e679-4f77-a435-a23788609f65,83.82128172566209,25.505505474575305,76.15581585764261,3834,-51.803072,114.301859
2023-01-01 17:15:00,4,c54315dd-eb3b-485a-9432-e50bf559efac,75.62719332532949,23.5582496836415,21.699895395845363,1270,24.812678,67.854198
2023-01-01 17:30:00,3,f98eb701-2104-4c02-949e-e892fbd8dad5,65.81758460963964,20.59862866994016,24.564038216905317,3397,2.329121,-52.402173
2023-01-01 17:45:00,2,0f6f0d5d-2579-4e75-ba32-e17f25b48586,82.0376707872249,21.750915150960438,30.67504567379907,2184,43.351775,97.446264
2023-01-01 18:00:00,5,add2ded5-8b0c-4982-b855-154a433d049f,63.07306274467521,23.627129285162525,75.07732034015856,1188,-89.028307,42.467500
2023-01-01 18:15:00,3,8930c323-a796-4458-9356-a73f788b585b,99.78822274014897,29.9976091779984,85.4870377486353,3233,-84.807626,118.872910
2023-01-01 18:30:00,5,66554feb-99ef-4536-88f0-c4040587de2d,35.845142220991455,27.196226767830204,32.94121091699658,1097,-73.690689,-92.121013
2023-01-01 18:45:00,4,015ab8a5-aa65-40c5-86d6-91d2d3ba4947,35.85108500132918,28.319943174887726,66.70128242625879,2730,-21.0878875,-118.447828
2023-01-01 19:00:00,1,cef65381-813f-4f01-bff4-9184c6364abf,49.570587410871454,29.271292794390305,93.22190608305999,2615,-50.3449125,-54.829716
2023-01-01 19:15:00,4,3ba2bbcd-2a96-4e37-a0b5-e70bada995a3,86.76987081409864,24.57946200651368,29.842926047969556,3068,-77.163739,-158.979279
2023-01-01 19:30:00,1,6e0725b8-64af-4915-a20f-239c755ea84a,39.02665773451386,20.448592681899175,92.01466577741982,1133,-70.3240745,-107.360036
2023-01-01 19:45:00,3,3a147fa6-d24e-4f8b-a854-e51613897818,97.11582881176449,25.750886565158552,40.96196976121601,3711,-37.8901375,-135.954663
2023-01-01 20:00:00,3,6896d29c-f718-45e8-be63-013e0bef6050,37.02230523794285,23.76662322430836,32.97913578422077,3402,86.3570945,133.400191
2023-01-01 20:15:00,4,90e61fe8-fcc6-4c48-843d-9f3dc8556093,65.71087657694824,23.064907231704648,42.3313323101185,3386,8.857467,21.267682
2023-01-01 20:30:00,3,a682c092-b6ea-4ccd-acd3-430b7240ef47,64.43513380650975,21.25328472467401,85.88619884112339,1693,-30.9733975,15.473744
2023-01-01 20:45:00,2,c74bbdbf-1329-44f7-b7ef-dc2f616845d2,96.41268597800219,24.12331000839686,91.93807871149103,1361,-56.7820305,-115.321524
2023-01-01 21:00:00,4,c9e40776-785f-46a2-a7d5-5c4a4d07164b,67.00884941612298,24.446991696301197,82.35323108672642,1605,41.7161125,-154.442854
2023-01-01 21:15:00,2,0713ec53-59bc-498f-a0f9-49669172ca38,80.47806985231206,23.666340858876552,42.26522403174201,3871,59.745741,-40.401112
2023-01-01 21:30:00,1,5a0d84eb-f318-40c6-a239-c5f06182fed1,99.56219427075048,28.3171911507649,25.918388776203862,3430,-1.3288075,174.508003
2023-01-01 21:45:00,3,d0fc4db8-eb59-4d91-9ee3-10fff0d4fc7e,60.526916089799535,27.85054578342509,22.73714303091144,2831,-88.7013865,0.205194
2023-01-01 22:00:00,1,b9d9453f-4bd2-4a62-8580-58a8ffa16dfc,67.46248846561055,24.790048215115785,46.646179619872456,2588,40.1991525,54.668053
2023-01-01 22:15:00,1,79861a4b-50ee-4b2d-b704-23613dc375ab,71.42919759323897,22.839146480567,35.66154243310244,3238,-60.817371,29.412489
2023-01-01 22:30:00,3,640b117d-ce95-4145-8bec-36e5fe5cce88,45.79671103901694,22.046758541402372,70.73816043430193,2855,-28.051565,-11.875474
2023-01-01 22:45:00,1,fe166283-48b7-4c70-8afc-e029cc07bdee,71.75304660565041,26.23803476754079,54.25822605588813,3136,-46.7348625,-46.793580
2023-01-01 23:00:00,5,0445e636-5ced-4166-aa90-ff23776a60b3,53.078816141187914,21.056072843516006,69.48163218624595,1144,-63.158524,-122.038985
2023-01-01 23:15:00,3,b6e24fb9-673b-46a6-8c5d-b6a5d7e46a54,50.62048054210045,22.960020274370027,21.302115662942256,1612,-22.9500675,-81.792130
2023-01-01 23:30:00,2,b6f7362f-2054-4678-9262-22e9f2bae016,42.36264672534984,23.030371688078777,52.65981486996172,2972,-71.8566085,-70.213486
2023-01-01 23:45:00,1,cbb83048-eda1-46a3-9f21-e5bf089481a3,88.91882900765384,26.3371396936259,68.18877323353351,1826,67.864903,-127.198888
2023-01-02 00:00:00,1,da328318-7465-45cc-99d4-aaf225c89242,39.621428292288684,23.419276766021053,39.85731005084061,2004,79.857869,-85.985215
2023-01-02 00:15:00,3,74877796-7ed0-4046-9338-bff51ed8e1ec,68.04688824540182,24.240652621290117,49.035608861291436,1200,46.4995975,39.365449
2023-01-02 00:30:00,2,8524eb43-3747-4673-a310-a3efddffac5b,35.98679081531525,27.444270509926387,41.11317839083296,2013,87.163062,-37.656415
2023-01-02 00:45:00,1,71ec81ff-a348-4f9b-b0d4-9e639f566927,35.269402981236674,26.801504590491465,66.5640370183943,3759,89.9702285,56.516304
2023-01-02 01:00:00,2,778c4605-8404-4e30-93d2-d0eabdbc0b54,77.48072196602007,24.635683474587093,35.034790466726236,1633,36.278155,-9.291358
2023-01-02 01:15:00,3,0a0889a9-913a-40a4-a62c-df5ce514a84e,63.25734101459153,20.650018527819572,57.411669588002646,3397,-17.8845435,-41.156620
2023-01-02 01:30:00,4,b29eb852-91f0-4d10-b524-d387b1584430,98.2265265264028,23.59176018009629,76.3633049324074,1687,-52.469715,-45.110382
